N,idnum,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
426,3247,,-121.4751201,38.60328661,0.261336793,0.316664728,0.511645916,1,1,1,0.43350114,0.996835443,0.234177215,0.620253165,0.692307692,0.534810127,0.898734177,0.860759494,0.518987342,0.791139241,0.894505495,0.924050633,0.117262204,0.563256326,0,0.596858676,0.586989285,0.3,0.179057603
427,3459,,-121.50343,38.63187415,0.325831591,0.329624059,0.329675847,1,1,1,0.985131497,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.953846154,0.806962025,0.755913437,0.711771177,0.96584069,0.782124655,0.783251437,0.755913437,0.591218536
429,3515,,-121.4850852,38.63933426,0.3485926,0.35381642,0.489548568,1,1,1,1.191957588,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.826373626,0.806962025,0.788626069,0.465346535,0.296448636,0.666811253,0.666372001,0.788626069,0.525864738
430,3460,,-121.4941852,38.63198849,0.311350952,0.326117636,0.33315461,1,1,1,0.970623198,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.826373626,0.806962025,0.788626069,0.465346535,0.26850923,0.6464596,0.641813139,0.788626069,0.509814893
431,3461,,-121.4849404,38.63210213,0.312568079,0.33685557,0.345042891,1,1,1,0.99446654,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.826373626,0.806962025,0.788626069,0.465346535,0.651284109,0.70376041,0.702963925,0.788626069,0.555003806
432,3462,,-121.4756955,38.63221506,0.048211142,0.097040838,0.116101786,1,1,1,0.261353766,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.945054945,0.806962025,0.526421741,0.720572057,0.370786517,0.635656809,0.619135612,0.526421741,0.334623564
433,3354,,-121.4846508,38.6176379,0.342232575,0.348788966,0.407637356,1,1,1,1.098658897,0.974683544,0.534810127,0.436708861,0.698717949,0.541139241,0.92721519,0.746835443,0.287974684,0.623417722,0.948351648,0.60443038,0.793658782,0.276127613,0.636035313,0.68117693,0.695310882,0.793658782,0.540622053
435,3244,,-121.5028438,38.60294584,0.378433216,0.385886829,0.392207016,1,1,1,1.156527062,0.974683544,0.534810127,0.436708861,0.698717949,0.541139241,0.92721519,0.746835443,0.287974684,0.623417722,0.986813187,0.60443038,0.131857071,0.830583058,0.243529294,0.659724703,0.668518741,0.3,0.197917411
438,3408,,-121.4755516,38.62498293,0.058003005,0.111893839,0.128700014,1,1,1,0.298596858,0.974683544,0.534810127,0.436708861,0.698717949,0.541139241,0.92721519,0.746835443,0.287974684,0.623417722,0.873626374,0.60443038,0.636638148,0.459845985,0.537520064,0.603522367,0.601002862,0.636638148,0.384225362
439,3350,,-121.5216227,38.61717922,0.369531522,0.408792084,0.63106907,1,1,1,0.583742705,0.670886076,0.455696203,0.556962025,0.849358974,0.92721519,0.221518987,0.449367089,0.113924051,0.21835443,0.214285714,0.974683544,0.23905385,0.949394939,0.339987961,0.499167978,0.46652522,0.3,0.149750393
440,3296,,-121.5214744,38.60994717,0.267870928,0.300124231,0.286259597,1,1,1,0.854254755,0.670886076,0.455696203,0.556962025,0.849358974,0.92721519,0.221518987,0.449367089,0.113924051,0.21835443,0.532967033,0.974683544,0.62959235,0.03520352,0.876304173,0.525922408,0.520417897,0.62959235,0.331116725
441,3297,,-121.5122323,38.61006289,0.141263531,0.202381501,0.285791925,1,1,1,0.629436958,0.670886076,0.455696203,0.556962025,0.849358974,0.92721519,0.221518987,0.449367089,0.113924051,0.21835443,0.516483516,0.974683544,0.194262708,0.96479648,0,0.482453174,0.452113835,0.3,0.144735952
443,3243,,-121.5120849,38.60283084,0.137629609,0.185369628,0.219520771,1,1,1,0.542520007,0.670886076,0.455696203,0.556962025,0.849358974,0.92721519,0.221518987,0.449367089,0.113924051,0.21835443,0.516483516,0.974683544,0.194262708,0.96479648,0,0.472290749,0.440867713,0.3,0.141687225
444,3404,,-121.5125272,38.62452702,0.152616998,0.153379554,0.160137831,1,1,1,0.466134383,0.917721519,0.82278481,0.408227848,0.134615385,0.825949367,0.42721519,0.632911392,0.436708861,0.655063291,0.931868132,0.946202532,0.815802718,0.083608361,0.738111958,0.648766535,0.639065485,0.815802718,0.529265502
445,3351,,-121.5123798,38.61729495,0.180369816,0.185441504,0.231245878,1,1,1,0.597057198,0.917721519,0.82278481,0.408227848,0.134615385,0.825949367,0.42721519,0.632911392,0.436708861,0.655063291,0.931868132,0.946202532,0.815802718,0.083608361,0.72657504,0.649017805,0.642518714,0.815802718,0.529470489
446,3298,,-121.5029903,38.6101779,0.115204966,0.126260846,0.19175456,1,1,1,0.433220372,0.917721519,0.82278481,0.408227848,0.134615385,0.825949367,0.42721519,0.632911392,0.436708861,0.655063291,0.714285714,0.946202532,0.098641168,0.917491749,0.762540128,0.655624765,0.638943755,0.3,0.19668743
447,3352,,-121.5031368,38.61740997,0.183112861,0.191887877,0.281934992,1,1,1,0.65693573,0.89556962,0.268987342,0.458860759,0.211538462,0.610759494,0.164556962,0.575949367,0.759493671,0.753164557,0.746153846,0.294303797,0.745848012,0.316831683,0.656099518,0.550376822,0.559310131,0.745848012,0.410497459
449,3405,,-121.5032834,38.62464206,0.212400823,0.213885953,0.236952524,1,1,1,0.663239299,0.89556962,0.268987342,0.458860759,0.211538462,0.610759494,0.164556962,0.575949367,0.759493671,0.753164557,0.230769231,0.294303797,0.532964268,0.496149615,0.764145265,0.549160746,0.547384692,0.532964268,0.292683055
450,3407,,-121.4847956,38.62487001,0.193245552,0.207430832,0.243736692,1,1,1,0.644413076,0.908227848,0.17721519,0.588607595,0.227564103,0.832278481,0.699367089,0.35443038,0.443037975,0.636075949,0.902197802,0.708860759,0.485656769,0.061606161,0.449488363,0.570743042,0.577017354,0.485656769,0.277185222
451,3406,,-121.4940395,38.62475638,0.200380708,0.197908869,0.201397885,1,1,1,0.599687462,0.908227848,0.17721519,0.588607595,0.227564103,0.832278481,0.699367089,0.35443038,0.443037975,0.636075949,0.624175824,0.708860759,0.369401107,0.061606161,0.964185393,0.587714344,0.597065874,0.369401107,0.217102329
452,3353,,-121.4938938,38.61752429,0.208544306,0.229496587,0.239593044,1,1,1,0.677633938,0.924050633,0.89556962,0.303797468,0.275641026,0.848101266,0.496835443,0.462025316,0.449367089,0.844936709,0.8,0.506329114,0.715148465,0.165016502,0.282102729,0.580602785,0.576039028,0.715148465,0.41521719
453,3300,,-121.4845061,38.61040581,0.168339012,0.171641805,0.202537124,1,1,1,0.54251794,0.924050633,0.89556962,0.303797468,0.275641026,0.848101266,0.496835443,0.462025316,0.449367089,0.844936709,0.892307692,0.506329114,0.735782587,0.652365237,0.42475923,0.614860865,0.608719071,0.735782587,0.452403918
454,3299,,-121.4937482,38.6102922,0.185978123,0.183199558,0.231966823,1,1,1,0.601144504,0.924050633,0.89556962,0.303797468,0.275641026,0.848101266,0.496835443,0.462025316,0.449367089,0.844936709,0.892307692,0.506329114,0.735782587,0.652365237,0.955256822,0.702363196,0.701239056,0.735782587,0.516786609
455,3623,,-121.5408596,38.65310596,0.231055618,0.510280002,0.786334817,0.75,0.75,0.75,0.115527809,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.178021978,0.455696203,0.914947157,0.754675468,0.480838684,0.366737162,0.353576899,0.914947157,0.335545124
456,3622,,-121.550107,38.65298806,0.285276178,0.725349866,1.075664022,0.75,0.75,0.75,0.142638089,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.178021978,0.455696203,0.914947157,0.754675468,0.249799358,0.33706498,0.322090661,0.914947157,0.308396645
457,3566,,-121.5407093,38.64587388,0.370181966,0.49439437,0.508293713,0.75,0.75,0.75,0.648432252,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.178021978,0.455696203,0.914947157,0.754675468,0.649026886,0.433674807,0.431135264,0.914947157,0.396789531
458,3565,,-121.5499558,38.64575599,0.779912165,0.846874343,0.822064517,0.75,0.75,0.75,0,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.178021978,0.455696203,0.914947157,0.754675468,0.278591493,0.368527847,0.346537341,0.914947157,0.337183505
461,3567,,-121.5314629,38.64599106,0.236140974,0.312205837,0.520428544,0.75,0.75,0.75,0.411260109,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.379120879,0.455696203,0.523905385,0.473047305,0.423404896,0.370404435,0.368686109,0.523905385,0.194056878
463,3456,,-121.5311642,38.6315269,0.160276502,0.531717593,0.770649459,0.75,0.75,0.75,0.080138251,0.629746835,0.658227848,0.879746835,0.067307692,0.417721519,0.708860759,0.363924051,0.03164557,0.142405063,0.667032967,0.525316456,0.76899849,0.500550055,0.784058989,0.440673127,0.441643138,0.76899849,0.338876969
464,3510,,-121.5313135,38.63875897,0.272981525,0.340054283,0.34174672,0.75,0.75,0.75,0.954782528,0.629746835,0.658227848,0.879746835,0.067307692,0.417721519,0.708860759,0.363924051,0.03164557,0.142405063,0.583516484,0.525316456,0.8686462,0.629262926,0.457664526,0.485272171,0.493253829,0.8686462,0.421529827
467,3403,,-121.5217711,38.62441128,0.26215111,0.608517187,0.618565172,0.75,1,1,0.131075555,0.674050633,0.202531646,0.636075949,0.621794872,0.101265823,0.202531646,0.196202532,0.471518987,0.028481013,0.194505495,0.813291139,0.455460493,0.190319032,0.709420144,0.335868698,0.331700148,0.455460493,0.152974923
468,3626,,-121.5131174,38.65345544,0.084953173,0.151783291,0.159507474,1,1,1,0.396243938,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.830769231,0.873417722,0.39456467,0.96149615,0,0.467666733,0.453140156,0.39456467,0.18452477
469,3624,,-121.5316122,38.65322316,0.282545992,0.499616621,0.557853503,0.75,0.75,0.75,0.58662196,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.830769231,0.873417722,0.39456467,0.96149615,0,0.491594865,0.479233343,0.39456467,0.193965966
470,3625,,-121.5223648,38.65333965,0.408989764,0.462480743,0.565423668,0.75,0.75,1,0.65360288,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.830769231,0.873417722,0.39456467,0.96149615,0,0.48786782,0.477786245,0.39456467,0.192495406
471,3569,,-121.5129698,38.64622331,0.205399677,0.249926492,0.259237374,1,1,1,0.714563542,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.830769231,0.873417722,0.39456467,0.96149615,0,0.495316469,0.485954831,0.39456467,0.195434379
472,3568,,-121.5222164,38.64610754,0.593590023,0.684987241,0.741175245,0.75,1,1,0,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.830769231,0.873417722,0.39456467,0.96149615,0,0.436507442,0.41514417,0.39456467,0.172230415
474,3511,,-121.5220679,38.63887544,0.60270362,0.740062223,0.60916788,0.75,0.75,0.75,0,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.359340659,0.873417722,0.881731253,0.830583058,0.257223114,0.40739102,0.383865903,0.881731253,0.359209394
476,3512,,-121.5128223,38.6389912,0.285903314,0.275372745,0.416077001,1,1,1,0.97735306,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.359340659,0.873417722,0.881731253,0.830583058,0.808386838,0.596602826,0.590823563,0.881731253,0.526043358
477,3458,,-121.5126747,38.63175911,0.389073772,0.39549666,0.45186904,1,1,1,1.236439472,0.392405063,0.579113924,0.873417722,0.689102564,0.35443038,0.607594937,0.325949367,0.123417722,0.57278481,0.359340659,0.873417722,0.881731253,0.830583058,0.26660313,0.513883877,0.510788097,0.881731253,0.453107475
478,3629,,-121.4853749,38.65379856,0.489278224,0.531572124,0.54732489,1,1,1,0.244639112,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.59420217,0.586084451,0.3,0.178260651
479,3628,,-121.4946225,38.65368489,0.519655963,0.523942228,0.518278351,1,1,1,0,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.592973107,0.578383378,0.3,0.177891932
480,3627,,-121.5038699,38.65357052,0.138783624,0.319139554,0.415589074,0.75,1,0.75,0.873512253,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0.952598315,0.729540749,0.747337226,0.3,0.218862225
481,3570,,-121.5037233,38.64633838,0.01567548,0.051945492,0.244348606,1,1,1,0.311969578,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.598841127,0.591967072,0.3,0.179652338
482,3513,,-121.5035766,38.63910626,0.086102735,0.114776378,0.235514725,1,1,1,0.436393837,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.609209816,0.604409498,0.3,0.182762945
483,3514,,-121.4943309,38.63922061,0.315163808,0.321259841,0.498841417,1,1,1,1.135265066,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.666822739,0.673748568,0.3,0.200046822
486,3573,,-121.4759834,38.64667935,0.030676231,0.057550003,0.142831065,1,1,1,0.2310573,0.506329114,0.003164557,0.680379747,0.721153846,0.740506329,0.664556962,0.876582278,0.870253165,0.914556962,0.984615385,0.835443038,0.140915954,0.99339934,0,0.594733408,0.586181443,0.3,0.178420022
488,3294,,-121.5399583,38.60971362,0.980868722,0.980910994,1.044872536,1,1,1,0,0.560126582,0.582278481,0.544303797,0.724358974,0.39556962,0.462025316,0.920886076,0.009493671,0.117088608,0.6,0.689873418,0.920986412,0.346534653,0.317014446,0.405721757,0.385426469,0.920986412,0.373664225
489,3295,,-121.5307164,38.60983075,0.937505959,0.939949962,0.76460442,1,1,1,0,0.560126582,0.582278481,0.544303797,0.724358974,0.39556962,0.462025316,0.920886076,0.009493671,0.117088608,0.6,0.689873418,0.920986412,0.346534653,0.471358347,0.408223852,0.39179595,0.920986412,0.37596862
521,3682,,-121.5317617,38.66045527,0.299486058,0.40763938,0.624054168,0.75,0.75,0.75,0.530344078,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0,0.534810127,0,0,0,0.280837423,0.274752085,0.3,0.084251227
522,3859,,-121.5322101,38.68215168,0.424042074,0.387132908,0.540806309,0.75,0.75,0.75,0.608381237,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.242857143,0.534810127,0.911424258,0.376237624,0.377658507,0.408551756,0.405421265,0.911424258,0.372363981
524,3800,,-121.5320606,38.67491953,0.094032075,0.378227358,0.490204225,0.75,0.75,0.75,0.962463658,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.242857143,0.534810127,0.911424258,0.376237624,0.889145265,0.500084829,0.508955202,0.911424258,0.455789444
525,3741,,-121.5319111,38.6676874,0.581813758,0.65604522,0.558772792,0.75,0.75,0.75,0,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.242857143,0.534810127,0.911424258,0.376237624,0,0.290082543,0.27505546,0.911424258,0.264388266
526,3860,,-121.5229591,38.68226822,0.217116399,0.421712853,0.362776884,0.75,0.75,0.75,1.001606135,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.028571429,0.534810127,0.63361852,0.051705171,0.386837881,0.410842159,0.412520245,0.63361852,0.260317201
527,3861,,-121.513708,38.68238405,0.075662165,0.140183639,0.369314579,0.25,0.75,0.75,0.585160383,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.041758242,0.534810127,0.736789129,0.200220022,0.437750803,0.375882408,0.372387758,0.736789129,0.276946072
528,3684,,-121.513265,38.66068757,0.13520765,0.196755294,0.182865053,1,1,1,0.514827997,0.765822785,0.417721519,0.863924051,0.618589744,0.430379747,0.439873418,0.202531646,0.268987342,0.174050633,0.97032967,0.930379747,0.411172622,0.854785479,0,0.467446108,0.458745222,0.411172622,0.192201042
529,3683,,-121.5225134,38.66057177,0.149201857,0.232341178,0.502205324,0.75,0.75,1,0.286157277,0.765822785,0.417721519,0.863924051,0.618589744,0.430379747,0.439873418,0.202531646,0.268987342,0.174050633,0.97032967,0.930379747,0.411172622,0.854785479,0.901183788,0.54176447,0.541987684,0.411172622,0.222758718
531,3802,,-121.5135603,38.67515188,0.131109595,0.277996551,0.341251404,0.75,1,1,0.750357551,0.424050633,0.920886076,0.762658228,0.634615385,0.139240506,0.541139241,0.012658228,0.069620253,0.028481013,0.528571429,0.202531646,0.994464016,0.492849285,0.917335474,0.434497147,0.454098864,0.994464016,0.432091777
533,3801,,-121.5228105,38.67503606,0.168528256,0.258032012,0.370868427,0.75,1,0.75,0.797428695,0.424050633,0.920886076,0.762658228,0.634615385,0.139240506,0.541139241,0.012658228,0.069620253,0.028481013,0.528571429,0.202531646,0.994464016,0.492849285,0.631520867,0.395627913,0.413622315,0.994464016,0.393437723
534,3743,,-121.5134127,38.66791972,0.151045096,0.223851393,0.267090961,1,1,1,0.64198745,0.424050633,0.920886076,0.762658228,0.634615385,0.139240506,0.541139241,0.012658228,0.069620253,0.028481013,0.487912088,0.202531646,0.925012582,0.260726073,0.493780096,0.375827825,0.387255702,0.925012582,0.347645467
535,3742,,-121.5226619,38.66780391,0.102209807,0.294875617,0.299464973,0.75,1,1,0.696550397,0.424050633,0.920886076,0.762658228,0.634615385,0.139240506,0.541139241,0.012658228,0.069620253,0.028481013,0.487912088,0.202531646,0.925012582,0.260726073,0.724819422,0.368458332,0.388542457,0.925012582,0.340828593
536,3862,,-121.504457,38.68249918,0.086430528,0.617626026,0.57488209,0.75,0.75,0.25,0.043215264,0.509493671,0.908227848,0.870253165,0.641025641,0.129746835,0.892405063,0.607594937,0.136075949,0.155063291,0.184615385,0.851265823,0.687468546,0.220022002,0.823786116,0.495843422,0.481331623,0.687468546,0.340876756
537,3803,,-121.5043102,38.67526699,0.379794031,0.439147292,0.471171909,1,0.75,0.75,1.290113232,0.509493671,0.908227848,0.870253165,0.641025641,0.129746835,0.892405063,0.607594937,0.136075949,0.155063291,0.30989011,0.851265823,0.77302466,0.381738174,0.753059791,0.559174983,0.571994245,0.77302466,0.432256051
539,3744,,-121.5041634,38.66803482,0.039967516,0.29724815,0.304423451,0.75,1,1,0.641639117,0.67721519,0.952531646,0.803797468,0.637820513,0.313291139,0.544303797,0.996835443,0.066455696,0.227848101,0.581318681,0.648734177,0.891293407,0.561056106,0.733597512,0.592397478,0.581121589,0.891293407,0.527999967
